player_id,season,I_F_xGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_savedShotsOnGoal,I_F_faceOffsWon,I_F_hits,I_F_takeaways
8464989,2018,8.16,7.95,9,4,87,21,20,128,20,7,3,80,320,32,24
8465009,2018,3.83,3.64,4,5,99,38,62,199,14,5,7,94,0,81,28
8466138,2018,10.92,10.43,23,12,89,27,32,148,51,16,8,73,356,17,43
8466139,2018,19.84,18.91,13,6,161,57,42,260,35,16,10,145,104,74,31
8468001,2018,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
8468493,2018,2.94,2.88,5,11,82,41,54,177,22,6,4,76,1,91,31
8468498,2018,1.02,0.98,2,5,43,18,38,99,9,2,5,41,0,131,5
8468508,2018,28.96,27.57,18,12,238,80,60,378,53,23,23,215,92,55,63
8468509,2018,3.2,3.09,11,13,71,15,38,124,27,3,5,68,0,86,12
8468611,2018,1.16,1.16,3,0,23,5,12,40,3,0,2,23,42,40,5
8468674,2018,2.96,2.9,6,4,105,39,71,215,12,2,5,103,0,165,26
8469454,2018,13.71,13.27,12,6,141,48,62,251,34,16,11,125,16,28,21
8469455,2018,9.64,9.27,11,9,121,43,51,215,28,8,5,113,469,16,26
8469459,2018,9.61,9.24,15,6,89,35,30,154,29,8,11,81,488,13,35
8469465,2018,1.72,1.65,1,4,39,10,33,82,5,0,2,39,0,38,12
8469501,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8469506,2018,12.69,11.96,8,7,133,34,30,197,31,16,9,117,18,18,13
8469521,2018,0.46,0.45,0,0,8,2,4,14,1,1,1,7,19,1,0
8470047,2018,9.12,9.1,10,4,78,20,23,121,31,17,4,61,397,12,36
8470110,2018,3.02,2.96,4,2,47,17,19,83,8,2,3,45,0,14,10
8470144,2018,9.07,8.95,10,14,120,28,37,185,34,10,6,110,450,79,18
8470151,2018,3.67,3.61,10,4,82,31,55,168,17,3,5,79,0,61,24
8470187,2018,5.7,5.46,8,9,157,69,98,324,20,3,18,154,0,144,10
8470257,2018,10.39,10.21,8,8,114,32,40,186,27,11,8,103,11,55,34
8470281,2018,5.43,5.33,13,21,141,46,95,282,40,6,7,135,0,41,33
8470318,2018,1.54,1.5,1,1,48,20,38,106,5,3,4,45,0,98,9
8470543,2018,5.25,5.15,3,2,44,17,26,87,10,5,5,39,2,85,13
8470595,2018,25.75,24.77,17,12,212,63,72,347,51,22,18,190,640,42,49
8470598,2018,11.83,11.38,12,8,108,43,44,195,36,16,8,92,7,38,20
8470600,2018,7.38,6.9,16,24,133,73,109,315,46,6,15,127,1,77,25
8470601,2018,4.63,4.48,6,12,113,47,65,225,22,4,5,109,0,96,17
8470602,2018,2.66,2.59,1,4,80,42,75,197,6,1,5,79,0,128,6
8470604,2018,20.6,19.36,9,9,174,85,70,329,31,13,21,161,607,80,23
8470606,2018,18.16,17.36,19,10,180,51,65,296,51,22,13,158,1,150,31
8470607,2018,6.14,5.91,10,13,165,41,97,303,28,5,6,160,0,124,19
8470610,2018,29.27,27.68,17,16,228,61,55,344,61,28,18,200,9,49,22
8470611,2018,9.24,9.03,3,5,67,35,26,128,15,7,2,60,361,38,32
8470612,2018,10.09,9.79,13,21,133,75,63,271,48,14,7,119,551,150,60
8470613,2018,13.97,13.73,39,27,300,135,254,689,82,16,20,284,0,90,88
8470616,2018,9.12,8.55,3,0,86,37,26,149,8,5,9,81,582,93,18
8470619,2018,14.54,13.69,4,2,122,39,34,195,23,17,9,105,170,145,22
8470621,2018,6.37,6.26,4,0,60,23,22,105,10,6,4,54,0,21,12
8470622,2018,1.07,1.03,0,0,6,6,0,12,0,0,1,6,0,14,1
8470626,2018,13.39,12.86,8,8,107,38,25,170,27,11,6,96,3,3,29
8470638,2018,24.95,23.88,26,20,205,94,70,369,78,32,14,173,786,43,41
8470642,2018,7.54,7.3,8,10,166,85,88,339,32,14,13,152,0,129,17
8470655,2018,9.51,9.42,5,8,129,38,32,199,20,7,10,122,176,140,33
8470740,2018,0,0,0,0,0,0,2,2,0,0,0,0,0,2,3
8470755,2018,12.5,11.79,7,1,128,37,49,214,27,19,7,109,575,63,26
8470760,2018,0.15,0.15,0,0,3,2,1,6,0,0,0,3,0,15,0
8470775,2018,7.05,6.87,1,7,71,16,23,110,13,5,6,66,409,87,31
8470794,2018,27.22,26.05,17,9,187,63,46,296,64,38,26,149,526,69,41
8470803,2018,6.96,6.84,2,1,74,32,23,129,9,6,7,68,397,92,33
8470834,2018,5.32,5.25,7,19,115,52,61,228,30,4,10,111,0,77,21
8470966,2018,12.68,11.55,25,29,221,113,156,490,71,17,18,204,0,58,73
8471214,2018,36.46,35.32,26,12,338,164,167,669,89,51,18,287,1,223,47
8471215,2018,21.54,21.09,31,20,188,57,79,324,72,21,19,167,381,54,64
8471217,2018,2.81,2.84,3,4,34,8,13,55,10,3,3,31,2,37,9
8471218,2018,19.73,19.6,46,23,231,73,74,378,89,20,13,211,31,81,43
8471226,2018,6.75,6.65,5,2,77,29,30,136,12,5,6,72,16,50,15
8471228,2018,23.15,21.78,23,21,210,65,93,368,73,29,22,181,6,60,43
8471233,2018,15.86,15.09,8,18,120,36,41,197,45,19,11,101,841,66,63
8471242,2018,4.64,4.49,7,14,92,41,40,173,26,5,7,87,0,60,16
8471260,2018,10.44,10.16,5,6,102,37,39,178,18,7,13,95,25,208,39
8471262,2018,20.56,19.58,14,10,189,53,72,314,48,24,13,165,527,99,49
8471273,2018,7.64,7.15,5,3,63,14,19,96,14,6,3,57,428,147,16
8471274,2018,3.69,3.61,12,12,101,43,86,230,27,3,4,98,1,79,18
8471276,2018,15.08,14.77,31,21,140,64,38,242,72,20,7,120,530,28,54
8471284,2018,0.83,0.81,1,4,28,12,27,67,5,0,1,28,0,17,6
8471303,2018,3.93,3.8,15,6,128,53,73,254,31,10,4,118,0,127,13
8471339,2018,7.92,7.95,8,2,76,20,15,111,17,7,7,69,6,88,22
8471392,2018,3.57,3.39,3,5,77,39,39,155,9,1,6,76,0,191,18
8471426,2018,8.39,8.24,8,1,86,26,24,136,21,12,4,74,19,176,23
8471436,2018,0.32,0.29,2,0,10,3,5,18,2,0,0,10,0,6,2
8471490,2018,0.21,0.2,0,0,3,0,1,4,0,0,0,3,0,6,0
8471657,2018,2.34,2.33,0,0,22,7,6,35,1,1,5,21,0,112,5
8471669,2018,15.88,14.8,17,11,101,39,19,159,41,13,15,88,463,35,36
8471675,2018,31.56,30.53,49,17,220,70,58,348,101,35,23,185,1011,85,54
8471676,2018,18.27,17.65,18,9,160,69,71,300,42,15,9,145,8,77,50
8471677,2018,3.9,3.78,5,7,86,40,86,212,13,1,6,85,0,233,14
8471685,2018,19.46,18.55,27,12,156,71,71,298,61,22,20,134,1003,59,57
8471686,2018,3.49,3.44,3,7,84,24,62,170,13,3,9,81,0,94,28
8471691,2018,1.7,1.59,1,0,14,2,3,19,2,1,1,13,45,14,2
8471698,2018,19.56,19.14,14,15,143,75,44,262,54,25,16,118,84,133,46
8471699,2018,10.85,10.37,8,3,106,37,29,172,17,6,11,100,11,68,22
8471702,2018,4.78,4.68,8,9,143,42,71,256,25,8,13,135,0,167,40
8471707,2018,11.42,11.32,8,4,141,51,43,235,19,7,9,134,5,46,11
8471709,2018,4.87,4.74,13,8,100,52,84,236,24,3,10,97,0,23,24
8471716,2018,11.87,11.24,6,7,95,40,24,159,19,6,7,89,52,185,9
8471717,2018,1.4,1.37,2,2,27,22,23,72,7,3,2,24,0,122,11
8471724,2018,10.48,10.33,24,15,207,59,114,380,56,17,15,190,0,116,63
8471729,2018,2.86,2.68,4,9,63,29,50,142,16,3,4,60,0,93,21
8471735,2018,8.58,8.34,34,18,199,80,128,407,61,9,9,190,0,47,26
8471743,2018,6.36,6.23,4,4,71,25,31,127,13,5,1,66,317,87,12
8471761,2018,0.31,0.3,1,0,10,10,11,31,2,1,1,9,0,17,3
8471768,2018,2.87,2.75,1,1,29,12,12,53,2,0,1,29,56,15,4
8471769,2018,1.49,1.41,3,7,57,18,34,109,10,0,7,57,0,45,32
8471794,2018,10.35,10.17,8,2,107,38,46,191,17,7,7,100,16,50,33
8471817,2018,12.36,12.01,7,3,95,32,33,160,19,9,9,86,40,305,37
8471873,2018,2.15,2.14,6,9,57,21,43,121,17,2,6,55,0,59,25
8471887,2018,24.56,23.78,7,12,196,53,52,301,36,17,20,179,9,150,25
8471958,2018,4.27,3.98,0,12,75,21,35,131,16,4,8,71,0,151,8
8472382,2018,4.96,4.79,12,8,104,50,53,207,25,5,5,99,0,67,40
8472410,2018,0.49,0.47,0,0,4,3,1,8,0,0,0,4,20,14,0
8473412,2018,12.19,11.79,16,10,126,38,33,197,41,15,6,111,525,62,36
8473415,2018,2.73,2.68,7,7,91,37,54,182,16,2,2,89,0,101,4
8473419,2018,27.56,26.9,35,29,231,96,102,429,100,36,13,195,45,46,59
8473422,2018,16.13,15.37,7,11,140,43,35,218,35,17,14,123,133,175,37
8473446,2018,5.77,5.5,7,12,144,46,93,283,26,7,9,137,0,124,31
8473449,2018,11.83,11.35,9,6,148,39,46,233,29,14,5,134,63,87,17
8473453,2018,6.8,6.55,6,3,87,24,23,134,12,3,4,84,57,53,12
8473463,2018,9.56,9.53,11,10,77,39,25,141,26,5,4,72,84,203,28
8473465,2018,2.62,2.53,3,0,23,6,13,42,7,4,1,19,1,34,4
8473468,2018,0.27,0.25,0,0,11,5,7,23,0,0,1,11,0,21,4
8473473,2018,10.04,9.74,10,3,74,52,43,169,19,6,11,68,25,259,27
8473492,2018,0.19,0.2,0,0,3,2,1,6,1,1,0,2,1,7,0
8473504,2018,13.82,13.45,8,7,94,52,41,187,23,8,7,86,15,209,20
8473507,2018,8.45,8.22,16,16,172,109,156,437,45,13,8,159,0,190,39
8473512,2018,17.79,17.34,39,23,230,88,101,419,84,22,17,208,675,28,45
8473533,2018,14.48,13.89,8,10,121,37,37,195,29,11,15,110,570,121,39
8473534,2018,3.22,3.22,1,1,25,13,7,45,4,2,2,23,68,25,6
8473544,2018,11.58,11.34,4,5,110,31,49,190,23,14,7,96,283,102,36
8473546,2018,9.18,8.99,3,2,66,19,16,101,15,10,8,56,5,28,31
8473548,2018,24.03,23.49,33,21,215,66,89,370,81,27,19,188,4,12,33
8473560,2018,0.74,0.68,0,3,15,7,11,33,4,1,0,14,0,61,7
8473563,2018,19.45,18.85,30,22,171,57,61,289,74,22,13,149,701,54,53
8473564,2018,13.02,12.54,11,7,132,45,40,217,34,16,8,116,13,57,33
8473573,2018,18.82,18.4,13,8,139,63,66,268,36,15,11,124,332,25,50
8473584,2018,1.79,1.69,3,6,41,24,38,103,9,0,3,41,0,30,3
8473588,2018,0.6,0.6,0,0,10,3,1,14,1,1,0,9,0,3,0
8473604,2018,26.6,25.7,29,16,236,56,64,356,80,35,15,201,1058,42,72
8473618,2018,10.32,9.61,5,12,94,41,34,169,32,15,3,79,26,127,31
8473673,2018,0.9,0.91,1,1,29,13,33,75,2,0,1,29,0,29,4
8473914,2018,0.02,0.02,0,0,1,1,0,2,0,0,1,1,5,3,0
8473933,2018,2.67,2.61,3,4,95,32,56,183,9,2,6,93,0,76,23
8473986,2018,17.12,16.45,15,7,153,60,74,287,40,18,15,135,2,88,30
8473991,2018,0.15,0.15,1,0,8,4,7,19,1,0,1,8,0,13,1
8473992,2018,0.28,0.28,0,0,7,4,4,15,0,0,0,7,0,36,1
8473994,2018,27.03,25.31,15,11,189,66,74,329,53,27,11,162,205,142,44
8474000,2018,2.2,2.2,1,2,40,22,25,87,6,3,0,37,0,44,12
8474008,2018,0.22,0.22,0,0,4,0,3,7,0,0,1,4,1,3,3
8474009,2018,12.57,11.84,12,7,118,36,48,202,36,17,9,101,585,24,30
8474013,2018,2.98,2.88,3,10,82,38,61,181,15,2,5,80,0,107,27
8474025,2018,0.5,0.49,1,0,10,0,5,15,1,0,2,10,3,11,3
8474027,2018,4.17,4.04,6,8,105,51,68,224,16,2,11,103,0,121,34
8474031,2018,5.46,5.21,12,13,148,45,98,291,27,2,8,146,0,73,39
8474034,2018,14.25,13.76,10,6,118,46,39,203,26,10,14,108,2,135,25
8474037,2018,20.8,20.13,8,11,167,39,56,262,46,27,21,140,6,34,25
8474038,2018,10.81,10.76,10,6,94,20,18,132,31,15,5,79,12,114,12
8474040,2018,6.12,5.7,5,2,68,24,27,119,13,6,3,62,59,21,5
8474053,2018,21.27,20.79,26,17,205,84,73,362,70,27,13,178,282,65,71
8474056,2018,6.08,5.92,12,10,168,58,79,305,31,9,15,159,0,56,22
8474061,2018,0.01,0.01,0,0,1,0,0,1,0,0,0,1,0,4,2
8474062,2018,8.5,8.11,6,2,79,20,24,123,11,3,8,76,150,72,39
8474066,2018,1.64,1.61,2,0,47,23,40,110,2,0,3,47,0,40,9
8474068,2018,6.16,5.92,13,3,78,36,32,146,23,7,4,71,281,24,19
8474089,2018,0.95,0.9,0,0,13,5,1,19,0,0,0,13,32,35,1
8474090,2018,4.98,4.7,6,3,66,32,49,147,13,4,4,62,0,100,32
8474091,2018,3.4,3.3,1,1,43,15,16,74,6,4,4,39,223,33,8
8474098,2018,9.95,9.51,8,2,117,30,26,173,15,5,11,112,39,89,18
8474102,2018,10.71,10.48,13,10,111,38,54,203,46,23,9,88,15,52,41
8474125,2018,1.14,1.13,0,5,21,10,17,48,8,3,0,18,0,11,6
8474131,2018,4.99,5.06,3,2,56,25,24,105,9,4,1,52,125,105,11
8474134,2018,1.86,1.82,3,3,67,16,39,122,8,2,2,65,0,64,7
8474141,2018,31.3,30.48,40,24,340,113,143,596,108,44,16,296,1,21,42
8474145,2018,2.84,2.82,6,3,75,21,31,127,11,2,6,73,0,93,11
8474149,2018,26.94,26.09,23,19,195,85,78,358,70,28,13,167,2,33,45
8474150,2018,22.51,21.55,19,7,205,63,72,340,47,21,18,184,511,52,78
8474151,2018,6.45,6.24,17,20,127,45,70,242,46,9,7,118,0,98,46
8474157,2018,21.1,20.01,13,5,191,70,74,335,40,22,22,169,22,119,39
8474161,2018,21.79,20.39,28,17,210,75,98,383,66,21,22,189,12,17,32
8474162,2018,5.43,5.19,12,17,141,63,118,322,38,9,9,132,0,172,20
8474166,2018,4.06,3.81,6,8,78,35,57,170,18,4,6,74,0,78,12
8474176,2018,8.75,8.5,6,8,99,41,38,178,19,5,7,94,6,64,30
8474189,2018,17.34,16.78,13,9,162,62,49,273,35,13,18,149,543,69,59
8474190,2018,20.4,19.16,10,3,155,58,54,267,30,17,16,138,4,137,28
8474207,2018,3.7,3.66,6,6,78,46,65,189,15,3,7,75,0,104,26
8474218,2018,1.26,1.18,4,2,39,18,24,81,8,2,2,37,0,49,14
8474230,2018,5.05,4.89,2,2,34,21,16,71,6,2,5,32,13,76,3
8474250,2018,10.48,9.83,12,6,101,38,35,174,27,9,8,92,403,136,42
8474291,2018,5.02,4.93,5,4,45,15,11,71,12,3,5,42,427,102,13
8474520,2018,0.43,0.42,0,0,16,7,8,31,1,1,1,15,0,13,2
8474563,2018,8.72,8.27,20,17,153,64,99,316,45,8,16,145,0,168,23
8474564,2018,26.24,25.4,37,16,234,93,97,424,98,45,11,189,506,71,28
8474565,2018,9.3,8.61,9,19,168,65,123,356,41,13,14,155,0,61,55
8474567,2018,4.05,3.86,5,11,93,31,57,181,19,3,6,90,0,83,17
8474568,2018,1.14,1.13,0,2,30,10,24,64,2,0,3,30,0,105,2
8474569,2018,11.13,10.99,5,10,104,36,31,171,27,12,1,92,20,55,16
8474571,2018,8.32,8.06,15,13,87,26,36,149,34,6,5,81,7,54,25
8474573,2018,13.14,12.88,26,13,126,36,59,221,55,16,12,110,140,19,41
8474574,2018,7.52,7.35,11,9,156,57,88,301,29,9,9,147,0,97,32
8474578,2018,5.55,5.5,21,21,169,81,139,389,45,3,13,166,1,44,59
8474579,2018,0.16,0.17,0,1,5,3,9,17,1,0,2,5,0,17,1
8474581,2018,3.15,3.18,13,15,78,58,100,236,31,3,7,75,0,61,25
8474584,2018,2.25,2.18,2,7,45,27,40,112,10,1,4,44,0,129,7
8474586,2018,20.52,19.25,12,6,160,53,42,255,37,19,10,141,9,36,34
8474589,2018,8.81,8.49,5,1,81,27,15,123,18,12,4,69,1,49,19
8474590,2018,10.16,9.7,35,22,185,83,129,397,70,13,7,172,0,54,55
8474597,2018,0.06,0.06,0,0,3,1,2,6,0,0,0,3,0,13,0
8474600,2018,15.77,15.45,20,20,274,90,144,508,55,15,22,259,0,53,36
8474602,2018,3.62,3.48,5,8,47,26,26,99,15,2,4,45,0,25,5
8474610,2018,0.03,0.03,1,0,1,0,1,2,1,0,0,1,0,0,0
8474611,2018,0.1,0.1,0,0,2,0,2,4,0,0,0,2,0,4,2
8474612,2018,4.57,4.5,7,5,128,66,92,286,19,7,6,121,0,44,37
8474613,2018,18.54,16.71,15,5,194,55,60,309,35,15,18,179,651,50,49
8474618,2018,2.88,2.73,2,5,83,25,48,156,13,6,4,77,0,53,16
8474627,2018,1.31,1.22,1,1,17,1,5,23,3,1,0,16,78,29,6
8474628,2018,0.39,0.38,2,3,12,16,21,49,5,0,1,12,0,27,6
8474641,2018,18.2,17.06,15,9,122,68,34,224,42,18,12,104,572,78,39
8474659,2018,0.02,0.02,1,0,1,0,0,1,1,0,1,1,0,0,0
8474668,2018,6.84,6.66,3,3,58,21,15,94,11,5,5,53,6,88,9
8474673,2018,5.53,5.38,13,13,102,45,86,233,35,9,6,93,0,21,68
8474679,2018,19.06,18.61,19,19,204,69,77,350,60,22,14,182,11,36,42
8474683,2018,6.44,6.35,6,4,74,23,21,118,14,4,6,70,271,92,19
8474685,2018,13.12,12.74,11,4,141,27,44,212,26,11,11,130,40,115,43
8474688,2018,2.39,2.34,5,1,100,45,60,205,7,1,6,99,0,143,14
8474697,2018,3.2,3.04,2,2,59,50,38,147,5,1,5,58,0,212,14
8474709,2018,6.51,6.48,3,4,62,28,18,108,13,6,2,56,6,274,13
8474715,2018,31.99,31.09,11,17,295,116,76,487,69,41,23,254,24,27,47
8474716,2018,9.05,8.71,13,16,152,59,92,303,43,14,8,138,1,91,30
8474717,2018,0.4,0.39,0,0,11,7,8,26,1,1,0,10,0,13,3
8474722,2018,0.52,0.52,2,0,14,7,7,28,2,0,1,14,0,67,3
8474736,2018,0.79,0.8,2,0,11,9,4,24,3,1,1,10,1,47,4
8474749,2018,0.05,0.05,0,0,2,0,3,5,1,1,0,1,0,1,0
8474774,2018,0.58,0.6,1,0,14,12,16,42,2,1,0,13,0,36,4
8474818,2018,3.01,2.95,6,11,93,39,66,198,22,5,5,88,0,124,19
8474849,2018,8.97,8.86,17,4,83,42,27,152,30,9,5,74,17,87,20
8474870,2018,21.57,21.28,9,9,163,57,48,268,47,29,11,134,229,50,13
8474873,2018,0.02,0.02,0,1,2,0,0,2,1,0,0,2,0,3,0
8474884,2018,23.42,22.68,15,19,252,80,107,439,69,35,14,217,13,42,48
8475098,2018,16.03,15.12,10,15,138,47,35,220,38,13,9,125,451,51,30
8475149,2018,12.13,11.27,11,6,115,34,38,187,30,13,8,102,16,28,27
8475151,2018,19.56,18.77,15,7,224,76,83,383,49,27,11,197,24,98,36
8475158,2018,24.63,23.8,28,19,234,71,63,368,75,28,21,206,1084,31,94
8475160,2018,14.11,13.58,6,4,115,49,31,195,21,11,11,104,3,115,11
8475163,2018,19.4,18.24,13,3,123,52,32,207,38,22,13,101,7,85,28
8475164,2018,18.71,18.13,11,8,163,65,60,288,43,24,5,139,19,38,27
8475166,2018,39.02,37.4,25,15,286,114,83,483,87,47,28,239,833,59,53
8475167,2018,10.88,10.38,21,21,183,72,73,328,54,12,10,171,0,59,32
8475168,2018,23.07,22.04,24,14,172,54,48,274,69,31,12,141,676,28,50
8475169,2018,26.69,25.53,13,13,268,83,92,443,56,30,31,238,92,173,48
8475170,2018,25.4,24.52,24,13,159,67,37,263,54,17,10,142,324,111,51
8475171,2018,10.04,9.79,19,11,175,103,149,427,44,14,13,161,0,162,32
8475172,2018,20.49,19.24,14,13,184,103,78,365,43,16,20,168,403,85,42
8475175,2018,11.09,10.57,2,6,119,35,23,177,19,11,12,108,7,65,18
8475176,2018,8.12,7.85,17,16,149,69,90,308,40,7,15,142,0,71,54
8475177,2018,5.09,4.91,6,5,102,73,108,283,12,1,15,101,0,186,59
8475178,2018,14.58,13.82,7,4,111,27,32,170,26,15,10,96,0,192,35
8475179,2018,1.57,1.54,3,3,40,23,33,96,6,0,4,40,0,88,19
8475181,2018,5.93,5.77,15,6,116,54,90,260,25,4,12,112,0,77,18
8475184,2018,25.19,24.27,12,13,202,78,44,324,53,28,18,174,27,159,31
8475186,2018,4.37,4.28,4,5,97,29,59,185,13,4,1,93,0,77,10
8475188,2018,3.73,3.64,7,5,84,32,68,184,16,4,7,80,0,200,37
8475191,2018,22.93,22.25,22,12,178,61,63,302,53,19,5,159,5,39,67
8475193,2018,21.89,21.78,21,12,196,67,78,341,58,25,16,171,10,77,52
8475197,2018,10.88,10.43,27,16,218,81,143,442,58,15,20,203,0,48,28
8475200,2018,5.33,5.27,11,14,101,49,82,232,28,3,6,98,0,137,53
8475204,2018,9.7,9.27,4,2,82,31,30,143,18,12,4,70,15,29,14
8475206,2018,0.04,0.04,1,0,3,0,5,8,1,0,1,3,0,2,0
8475208,2018,4.04,4,3,17,99,57,70,226,23,3,5,96,0,141,39
8475209,2018,16.8,16.12,11,9,136,50,62,248,33,13,11,123,5,137,46
8475218,2018,7.26,6.88,17,19,146,62,98,306,44,8,11,138,0,68,32
8475220,2018,11.08,10.63,6,5,88,34,27,149,18,7,11,81,13,203,30
8475222,2018,3.89,3.81,9,4,107,30,67,204,17,4,5,103,0,68,16
8475225,2018,18.27,17.74,13,4,205,71,61,337,38,21,19,184,26,77,43
8475227,2018,1.31,1.21,3,2,27,16,23,66,7,2,0,25,0,35,3
8475231,2018,14.22,14.11,10,3,112,28,31,171,34,21,7,91,498,129,44
8475233,2018,6.71,6.25,7,9,124,49,61,234,24,8,8,116,0,122,17
8475235,2018,4.51,4.33,1,2,48,19,18,85,5,2,2,46,1,135,11
8475236,2018,14.92,14.57,13,6,120,47,42,209,41,22,13,98,479,88,51
8475246,2018,2.72,2.65,3,4,75,39,54,168,8,1,6,74,0,106,5
8475253,2018,5.73,5.49,4,2,54,15,11,80,8,2,6,52,3,114,5
8475260,2018,1.27,1.27,1,2,15,4,5,24,4,1,1,14,63,9,6
8475263,2018,1.77,1.74,1,0,16,2,4,22,1,0,1,16,27,4,2
8475268,2018,3.13,3.08,5,1,34,19,7,60,8,2,4,32,7,100,11
8475279,2018,3.56,3.49,10,5,111,40,80,231,20,5,5,106,0,171,20
8475287,2018,4.12,3.91,3,2,26,18,20,64,7,2,2,24,78,11,12
8475314,2018,30.03,28.52,14,8,204,79,49,332,50,28,19,176,75,103,22
8475321,2018,3.47,3.37,3,1,34,5,15,54,7,3,2,31,81,23,5
8475323,2018,5.99,5.91,4,4,73,15,9,97,11,3,5,70,188,51,17
8475324,2018,3.25,3.09,9,8,94,36,62,192,19,2,5,92,0,82,27
8475325,2018,0.81,0.8,1,1,17,7,4,28,2,0,1,17,0,22,1
8475343,2018,6.18,6.21,10,4,47,25,17,89,22,8,0,39,245,97,29
8475413,2018,1.34,1.37,1,0,9,6,9,24,1,0,1,9,31,11,6
8475423,2018,0.75,0.8,0,1,10,1,0,11,2,1,0,9,0,10,1
8475430,2018,1.27,1.2,1,1,33,12,28,73,4,2,2,31,0,63,7
8475455,2018,2.36,2.2,11,10,71,42,68,181,22,1,7,70,0,199,16
8475461,2018,0.59,0.6,0,1,11,2,1,14,2,1,2,10,16,14,1
8475462,2018,3.73,3.57,7,9,137,70,84,291,20,4,11,133,0,255,23
8475613,2018,0.19,0.18,0,0,10,3,9,22,0,0,1,10,0,17,1
8475625,2018,1.13,1.12,4,2,50,22,40,112,7,1,5,49,0,80,8
8475690,2018,1.84,1.83,6,5,52,19,28,99,13,2,3,50,0,29,20
8475692,2018,10.93,10.48,16,11,104,43,35,182,39,12,10,92,10,57,38
8475714,2018,10.67,10.41,6,9,106,40,51,197,25,10,7,96,166,56,25
8475715,2018,9.23,8.85,8,3,91,34,33,158,20,9,7,82,101,104,22
8475716,2018,1.39,1.37,1,3,34,15,30,79,5,1,2,33,0,21,11
8475718,2018,0.15,0.14,0,1,6,3,5,14,1,0,0,6,0,9,2
8475722,2018,25.67,24.97,12,8,215,104,79,398,42,22,14,193,2,87,47
8475726,2018,23.6,22.87,12,8,226,81,95,402,33,13,21,213,24,39,44
8475727,2018,5.76,5.33,3,3,67,18,24,109,9,3,3,64,59,39,10
8475728,2018,8.84,8.68,4,5,79,45,36,160,15,6,1,73,503,112,29
8475729,2018,0.04,0.04,0,0,2,0,2,4,0,0,0,2,0,0,0
8475735,2018,3.68,3.67,4,1,27,14,9,50,11,6,2,21,146,30,14
8475736,2018,2.18,2.09,2,0,18,5,0,23,3,1,2,17,0,35,3
8475738,2018,7.51,7.45,8,5,75,29,33,137,21,8,7,67,333,28,19
8475744,2018,20,19.46,25,26,194,87,54,335,72,21,12,173,397,46,46
8475745,2018,16.34,15.77,11,10,155,54,49,258,33,12,14,143,319,77,41
8475747,2018,1.97,1.97,7,2,57,24,31,112,10,1,4,56,1,137,4
8475750,2018,3.25,3.12,5,7,72,36,51,159,15,3,4,69,0,71,16
8475752,2018,6.02,5.85,3,1,75,24,25,124,12,8,3,67,5,93,11
8475753,2018,13.86,13.36,14,9,217,89,133,439,34,11,12,206,0,156,47
8475754,2018,23.23,22.57,13,15,181,55,58,294,53,25,6,156,594,51,54
8475755,2018,1.83,1.81,0,2,47,23,41,111,2,0,1,47,0,116,9
8475758,2018,8.26,7.12,3,1,60,29,25,114,8,4,4,56,16,78,7
8475760,2018,14.45,13.85,2,10,154,41,38,233,26,14,16,140,260,126,37
8475762,2018,2.75,2.71,4,8,75,43,65,183,14,2,5,73,0,105,15
8475763,2018,18.91,18.29,19,17,156,60,82,298,55,19,12,137,483,58,61
8475764,2018,4.45,4.16,8,10,88,30,87,205,23,5,7,83,0,32,24
8475765,2018,27.06,26.43,16,18,274,81,135,490,67,33,23,241,4,88,34
8475766,2018,8.11,7.74,6,3,64,33,16,113,16,7,3,57,7,109,12
8475768,2018,18.7,18.52,17,9,182,70,68,320,37,11,14,171,18,61,46
8475772,2018,12.71,12.33,5,5,110,34,20,164,19,9,8,101,361,72,49
8475780,2018,15.37,14.98,4,3,134,44,37,215,19,12,10,122,54,247,21
8475784,2018,31.91,30.86,15,9,268,87,76,431,64,40,22,228,157,32,56
8475786,2018,25.31,24.58,12,8,145,52,46,243,41,21,13,124,112,102,30
8475790,2018,2.69,2.6,3,5,94,37,59,190,10,2,3,92,0,184,10
8475791,2018,10.91,10.6,16,9,113,40,54,207,36,11,8,102,26,22,31
8475792,2018,15.22,14.96,13,11,139,48,56,243,46,22,7,117,9,53,33
8475793,2018,14.95,14.3,29,21,136,38,51,225,64,14,11,122,783,95,43
8475794,2018,35.54,34.07,32,14,334,98,133,565,79,33,34,301,677,74,47
8475795,2018,0.07,0.07,0,0,6,1,6,13,0,0,0,6,0,19,2
8475796,2018,2.48,2.39,4,6,64,29,36,129,11,1,1,63,0,133,35
8475798,2018,17.38,17.11,26,11,187,63,77,327,53,16,20,171,129,46,47
8475799,2018,23.19,22.47,16,15,185,72,70,327,54,23,20,162,37,94,51
8475807,2018,8.68,8.45,2,2,102,32,27,161,11,7,5,95,48,86,26
8475808,2018,3.14,3.11,3,2,31,16,12,59,5,0,0,31,124,53,7
8475810,2018,17.1,16.41,10,7,141,57,34,232,35,18,13,123,8,119,30
