player_id,season,games_played,penalty_minutes,ice_time,game_score,shifts
8475727,2018,52,2,35594,7.37,817
8475728,2018,73,35,62538,17.36,1377
8475729,2018,2,0,1189,0.35,29
8475735,2018,41,8,26262,10.83,650
8475736,2018,14,9,7541,1.43,172
8475738,2018,63,18,50808,25.74,1132
8475744,2018,76,50,85697,56.59,1507
8475745,2018,81,20,81146,41.32,1666
8475747,2018,74,43,73194,12.58,1526
8475750,2018,57,43,61175,33.45,1269
8475752,2018,47,6,37707,13.3,972
8475753,2018,82,42,110360,54.77,2151
8475754,2018,82,28,88409,49.24,1826
8475755,2018,35,16,34620,2.22,782
8475758,2018,54,15,35151,6.41,778
8475760,2018,64,30,58039,34.82,1339
8475762,2018,81,32,100672,6.57,2072
8475763,2018,71,12,77806,52.25,1627
8475764,2018,59,20,82687,14.15,1726
8475765,2018,76,12,83399,77.22,1760
8475766,2018,37,39,32093,14.43,744
8475768,2018,69,16,74756,49.99,1571
8475772,2018,82,17,66247,15.31,1625
8475780,2018,76,41,61357,24.08,1370
8475784,2018,82,36,90855,77.77,1720
8475786,2018,71,55,73319,48.13,1699
8475790,2018,76,57,83066,4.45,1869
8475791,2018,33,16,38837,37.11,725
8475792,2018,81,24,64795,45.64,1266
8475793,2018,80,42,93846,66.85,1998
8475794,2018,82,18,102001,88.38,2277
8475795,2018,7,4,6379,0.35,133
8475796,2018,70,26,76808,9.9,1799
8475798,2018,79,24,86546,56.67,1724
8475799,2018,82,30,79853,64.15,1639
8475807,2018,70,13,56543,18.81,1298
8475808,2018,32,14,21458,7.36,544
8475810,2018,72,24,68735,40.1,1610
8475820,2018,80,10,64410,48.2,1470
8475832,2018,36,10,27393,5.58,629
8475834,2018,80,23,62251,39.73,1477
8475841,2018,37,10,31947,16.13,670
8475842,2018,6,2,3679,0.04,96
8475844,2018,63,24,48671,24.51,1069
8475848,2018,82,49,80577,83.8,1777
8475855,2018,66,26,62271,17.56,1421
8475857,2018,36,4,31682,7.4,750
8475868,2018,36,12,25500,4.03,558
8475869,2018,10,5,8253,0.67,200
8475902,2018,13,4,11907,2.55,273
8475906,2018,64,12,94158,49.3,1720
8475907,2018,71,58,59983,47.18,1406
8475913,2018,77,27,91646,79.79,1780
8475982,2018,4,2,2561,-0.3,55
8476043,2018,21,2,15205,1.01,373
8476166,2018,54,14,44819,19.25,1098
8476177,2018,12,2,8458,2.33,190
8476191,2018,39,35,41626,10.55,919
8476195,2018,1,2,515,0.03,13
8476207,2018,64,20,41871,10.48,1036
8476278,2018,6,2,3506,1.24,86
8476285,2018,39,4,24629,5.69,595
8476288,2018,78,29,78695,39.9,1583
8476292,2018,64,20,57206,33.67,1208
8476293,2018,15,4,10305,2.76,245
8476310,2018,47,10,25381,8.77,620
8476312,2018,72,62,95768,8.97,2030
8476323,2018,14,4,6300,-1.26,153
8476326,2018,68,15,55417,16.3,1397
8476329,2018,53,6,31221,16.84,694
8476331,2018,77,32,89075,21.07,1971
8476346,2018,82,24,98889,104.61,1920
8476356,2018,67,8,50602,9.55,1215
8476368,2018,37,9,38292,7.1,838
8476370,2018,19,6,15143,-3,317
8476372,2018,71,54,52236,10.43,1162
8476374,2018,71,38,58817,25.75,1302
8476381,2018,63,41,60132,50.06,1265
8476389,2018,55,54,64725,34.48,1364
8476392,2018,78,33,68540,30.84,1688
8476393,2018,81,35,65943,30.75,1533
8476396,2018,10,0,4656,-0.83,112
8476399,2018,78,69,79415,37.43,1651
8476407,2018,26,8,25022,5.4,551
8476409,2018,13,6,7408,2.9,172
8476410,2018,76,22,64090,36.94,1438
8476415,2018,6,0,2242,1.97,56
8476419,2018,39,4,41734,12.58,932
8476422,2018,57,16,63911,28.22,1331
8476423,2018,1,0,328,0.05,10
8476427,2018,50,4,34103,12.19,760
8476428,2018,53,10,31820,23.19,747
8476429,2018,79,58,88564,28.57,1883
8476431,2018,4,0,2557,-0.02,64
8476432,2018,77,40,78749,41.4,1706
8476436,2018,37,6,22390,9.72,462
8476437,2018,49,8,35585,9.66,839
8476438,2018,80,12,84846,55.28,1862
8476439,2018,53,47,30549,2.07,814
8476440,2018,77,20,69405,23.07,1661
8476441,2018,64,68,73864,19.14,1677
8476442,2018,64,8,52752,23.28,1236
8476443,2018,19,13,19403,7.05,407
8476447,2018,37,8,23212,10.24,540
8476448,2018,82,16,92545,62.09,1737
8476449,2018,73,23,57140,14.35,1338
8476453,2018,82,52,98264,117.42,1764
8476454,2018,82,26,98950,52.69,1998
8476455,2018,73,51,92488,79.58,1708
8476456,2018,82,30,92626,85.45,1843
8476457,2018,82,44,106458,21.43,2244
8476458,2018,81,54,75617,26.56,1657
8476459,2018,82,37,101121,65.94,2084
8476460,2018,82,26,107111,73.4,1965
8476461,2018,80,24,106166,82.05,2143
8476462,2018,82,44,96811,71.46,1994
8476463,2018,82,30,100792,28.73,1990
8476465,2018,3,0,2010,0.17,44
8476466,2018,26,6,23588,10.06,520
8476467,2018,57,45,50307,13.97,1173
8476468,2018,75,32,66007,48.04,1359
8476469,2018,57,14,54036,31.86,1212
8476470,2018,48,29,44596,14.35,928
8476472,2018,61,16,87718,32.93,1693
8476473,2018,52,36,60851,17.75,1354
8476474,2018,41,28,31343,3.55,672
8476476,2018,41,20,34348,3.35,669
8476477,2018,8,2,4993,0.08,116
8476479,2018,81,39,86382,68.44,2018
8476480,2018,78,34,73905,27.43,1651
8476483,2018,69,17,76369,42.36,1524
8476525,2018,65,44,76462,42.52,1580
8476539,2018,82,52,89040,67.77,1635
8476545,2018,22,49,9732,-1.28,254
8476617,2018,17,2,12008,8.5,258
8476624,2018,82,64,54136,25.66,1409
8476779,2018,42,8,37168,18.85,765
8476792,2018,64,23,81613,57.73,1599
8476799,2018,4,0,2903,0.65,61
8476806,2018,56,19,30810,8.07,692
8476807,2018,4,0,2579,0.05,63
8476822,2018,78,15,73954,15.74,1815
8476826,2018,80,56,75992,48.98,1599
8476850,2018,56,10,72042,29.42,1502
8476851,2018,72,34,67869,34.99,1482
8476853,2018,82,14,113551,78.69,2361
8476854,2018,76,44,109183,30.62,2278
8476856,2018,32,21,44876,24.72,800
8476857,2018,59,20,51659,26.32,1108
8476858,2018,24,8,14595,5.33,339
8476867,2018,3,0,1370,2.78,37
8476869,2018,78,44,99295,19.51,2140
8476871,2018,80,25,67424,26.71,1623
8476872,2018,82,43,72979,20.52,1665
8476873,2018,79,12,60084,34.34,1456
8476874,2018,60,12,66922,15.25,1525
8476875,2018,75,34,100356,24.47,2125
8476877,2018,20,2,13748,-1.23,339
8476878,2018,72,19,58768,16.72,1304
8476879,2018,74,18,100121,13.55,2046
8476880,2018,63,88,68578,38.8,1340
8476881,2018,77,18,87811,77.63,1832
8476882,2018,82,12,88065,78.81,1898
8476884,2018,62,30,63897,15.65,1401
8476885,2018,82,58,112584,50.4,1998
8476886,2018,31,14,29449,9.75,655
8476887,2018,64,26,71546,66.26,1574
8476889,2018,81,54,79832,21.71,1952
8476891,2018,66,48,75775,24.98,1652
8476892,2018,80,15,108789,42.35,2315
8476894,2018,62,24,51361,18.41,1128
8476897,2018,74,22,60996,32.82,1374
8476902,2018,82,33,119560,24.85,2314
8476905,2018,64,0,46482,5.09,1004
8476906,2018,78,22,92164,43,1772
8476907,2018,29,10,13761,5.77,333
8476913,2018,76,13,64951,21.75,1556
8476915,2018,60,33,45151,12.59,1072
8476917,2018,78,24,87149,26.05,1897
8476918,2018,81,21,78033,29.32,1680
8476919,2018,81,16,82792,25.23,1738
8476921,2018,82,38,71253,40.65,1736
8476922,2018,43,8,24907,3.11,573
8476923,2018,82,48,108149,26.35,2152
8476924,2018,30,4,16534,2.45,389
8476925,2018,75,23,71977,33.59,1650
8476927,2018,28,15,18576,9.63,454
8476931,2018,59,35,67193,13.99,1365
8476934,2018,82,20,70452,31.88,1701
8476941,2018,34,19,34242,5.75,718
8476948,2018,32,16,22431,5.14,491
8476952,2018,2,0,804,0.39,21
8476953,2018,1,5,689,0.1,13
8476958,2018,82,18,113338,49.89,2204
8476960,2018,76,28,77348,47.58,1676
8476966,2018,17,0,8535,-0.25,220
8476967,2018,57,21,60856,33.77,1272
8476971,2018,3,0,2348,1.15,54
8476975,2018,80,70,57469,15.75,1398
8476979,2018,79,34,107082,57.25,2021
8476981,2018,82,60,83754,54.44,1814
8476982,2018,1,0,716,0.16,15
8476983,2018,33,2,26195,7.88,579
8476988,2018,70,33,62666,16.6,1498
8476994,2018,72,14,65778,41.62,1494
8477009,2018,20,19,14167,-1.77,336
8477010,2018,9,6,4020,-0.75,100
8477015,2018,82,16,67766,26.24,1630
8477018,2018,69,33,92490,12.45,1907
8477021,2018,78,38,69641,38.37,1485
8477034,2018,28,12,24393,4.08,598
8477043,2018,45,4,36643,10.65,782
8477046,2018,44,10,33731,13.6,710
8477073,2018,11,11,6169,1.18,146
8477085,2018,17,2,14797,1.53,357
8477205,2018,5,6,3612,-0.65,93
8477213,2018,47,9,30069,8.35,761
8477215,2018,52,39,68565,19.78,1479
8477220,2018,61,8,80282,36.67,1574
8477240,2018,62,12,46639,17.08,1116
8477244,2018,18,4,17580,4,401
8477290,2018,67,32,45890,11.17,1083
8477320,2018,1,0,826,0.05,19
8477337,2018,5,4,4823,-0.97,106
8477341,2018,73,32,59709,48.85,1407
8477343,2018,2,7,1655,2.08,40
8477346,2018,64,44,65122,22.43,1469
8477353,2018,74,10,56695,12.47,1424
8477355,2018,78,8,90070,30.85,1801
8477357,2018,34,10,19318,9.16,506
8477365,2018,19,15,20157,6.9,453
8477366,2018,15,8,9731,0.28,238
8477380,2018,13,2,7740,2.47,176
8477384,2018,37,28,29549,2.4,723
8477399,2018,2,0,889,0.28,23
8477401,2018,54,27,29682,3.59,712
8477402,2018,64,13,58261,31.36,1236
8477404,2018,82,26,95205,84.93,2008
8477406,2018,81,24,73841,23.44,1772
8477407,2018,74,14,56416,31.84,1287
8477413,2018,64,14,42457,22.1,928
8477416,2018,77,8,56986,45.09,1247
8477417,2018,20,6,15112,10.9,315
8477425,2018,63,61,51621,26.31,1113
8477426,2018,20,4,10191,2.62,225
8477429,2018,69,6,50296,30.04,1212
8477433,2018,51,46,53905,-4.05,1176
8477435,2018,26,2,17315,8.15,405
8477444,2018,76,14,50752,24.04,1061
8477447,2018,79,20,95168,60.06,1935
8477448,2018,8,7,3304,0.02,86
8477450,2018,67,23,53696,23.24,1390
8477451,2018,83,64,65183,31.2,1476
8477452,2018,19,8,15184,0.43,350
8477454,2018,65,30,41076,18.84,974
8477455,2018,60,16,41186,2.7,958
8477456,2018,66,31,69227,29.59,1437
8477458,2018,28,2,16673,8.97,341
8477460,2018,1,0,739,-0.11,17
8477461,2018,16,2,9936,-0.96,235
8477462,2018,82,53,83252,11.4,1890
8477463,2018,39,16,38969,-1.83,837
8477464,2018,18,2,8202,3.71,193
8477471,2018,5,0,3056,1.48,71
8477472,2018,38,6,42418,6.05,964
8477473,2018,11,2,3785,0.48,98
8477474,2018,50,46,45775,3.85,970
8477476,2018,82,32,76488,45.58,1779
8477478,2018,54,29,32188,19.3,702
8477479,2018,73,36,72321,43.97,1544
8477482,2018,60,21,45034,22.93,1028
8477488,2018,73,24,89727,41.86,1827
8477492,2018,82,34,108454,110.81,2018
8477493,2018,82,8,109835,87.27,2216
8477494,2018,81,26,82268,57.18,1704
8477495,2018,75,28,116036,55.28,2214
8477496,2018,81,20,97407,82.96,2060
8477497,2018,78,12,89278,84.93,1802
8477498,2018,82,67,116989,35.2,2301
8477499,2018,78,38,115208,37.15,2074
8477500,2018,82,33,102395,58.53,2216
8477501,2018,57,0,40700,11.6,1026
8477502,2018,5,4,3711,-0.33,86
8477503,2018,82,70,85492,70.68,1751
8477504,2018,59,14,79319,34.81,1438
8477505,2018,75,12,67855,21.93,1497
8477506,2018,82,22,109811,37.98,2276
8477507,2018,70,75,72202,19.35,1486
8477508,2018,1,0,288,-0.03,9
8477509,2018,53,17,57473,9.13,1270
8477510,2018,2,0,1101,-0.54,26
8477511,2018,67,30,71599,57.74,1434
8477512,2018,70,12,35175,10.35,867
8477520,2018,23,8,14134,6.64,337
8477527,2018,17,23,8073,3.59,189
8477529,2018,53,16,39005,8.96,907
8477541,2018,1,0,680,0.2,17
8477573,2018,3,2,1466,0.75,32
8477680,2018,21,2,10973,4.92,259
8477810,2018,16,2,13153,2.28,305
8477839,2018,78,12,68450,36.26,1478
8477845,2018,78,10,70481,28.8,1564
8477846,2018,68,8,51451,30.01,1080
8477850,2018,46,27,42328,9.93,984
8477851,2018,71,10,80403,16.18,1644
8477865,2018,5,2,5162,-0.43,102
8477901,2018,6,0,3537,3.03,73
8477903,2018,76,56,47987,22.38,1159
8477919,2018,55,2,29747,12.96,732
8477922,2018,79,26,54409,21.74,1401
8477930,2018,76,6,56686,27.88,1195
8477931,2018,68,18,50926,28.42,1057
8477932,2018,82,47,115980,39.78,2465
8477933,2018,82,16,93133,66.33,1726
8477934,2018,82,52,111102,87.08,2128
8477935,2018,71,83,56450,34.17,1272
8477936,2018,28,2,20292,9.39,434
8477937,2018,70,44,62259,24.83,1521
8477938,2018,20,2,15040,4.02,340
8477939,2018,54,16,50377,40.03,1147
8477940,2018,62,15,58470,45.73,1189
8477941,2018,60,52,53982,27.11,1152
8477942,2018,83,36,77812,40.88,1649
8477943,2018,68,28,47319,19.83,1070
8477944,2018,82,27,69086,51.16,1415
8477945,2018,29,10,23861,5.84,557
8477946,2018,76,65,99518,82.21,1973
8477947,2018,8,0,3994,2.67,94
8477948,2018,82,22,96038,38.13,2009
8477949,2018,74,8,74113,61.09,1343
8477950,2018,61,57,70652,22.6,1494
8477951,2018,40,8,42782,17.55,846
8477952,2018,32,6,24064,5.32,516
8477953,2018,78,27,77636,51.68,1804
8477955,2018,78,29,68005,36.95,1695
8477956,2018,66,32,74076,89.21,1394
8477957,2018,8,2,4885,1.9,114
8477958,2018,63,18,56609,24.55,1241
8477959,2018,10,6,8714,4.54,177
8477960,2018,81,40,70393,29.31,1694
8477961,2018,19,4,12820,1.37,288
8477962,2018,63,78,34237,16.1,796
8477963,2018,42,16,23814,11.16,589
8477964,2018,80,17,54916,22.65,1324
8477969,2018,84,56,84035,28.73,1960
8477971,2018,3,0,2400,0.35,60
8477972,2018,1,0,894,-0.23,19
8477973,2018,23,10,12474,2.25,295
8477979,2018,9,0,2973,0.85,71
8477986,2018,82,56,110434,37.48,2251
8477987,2018,56,6,46027,30.12,976
8477989,2018,20,2,17237,5.53,405
8477994,2018,4,0,3021,-0.65,76
8477996,2018,40,6,26148,4.71,663
8477998,2018,77,20,57746,26.14,1411
8478010,2018,79,28,89550,88.75,1675
8478011,2018,2,0,1576,-0.1,31
8478017,2018,1,0,753,-0.03,19
8478020,2018,43,6,26289,12.01,605
8478027,2018,81,38,71883,35.77,1764
8478029,2018,1,0,752,0.55,18
8478031,2018,1,0,606,-0.13,11
8478036,2018,60,6,38226,2.63,874
8478038,2018,48,4,51395,25.67,1077
8478042,2018,58,26,66639,61.47,1388
8478046,2018,77,16,64527,41.01,1344
8478047,2018,5,2,2867,1.52,71
8478055,2018,43,30,44077,6.53,994
8478056,2018,20,6,11348,3.26,269
8478067,2018,81,20,66801,39.01,1531
8478073,2018,2,0,861,0,22
8478075,2018,20,2,14151,3.21,304
8478078,2018,13,2,7281,2.41,186
8478099,2018,82,36,68838,57.5,1512
8478104,2018,32,6,18918,6.82,429
8478106,2018,33,0,22339,13.65,510
8478109,2018,6,2,6486,6.53,125
8478131,2018,30,2,28189,28.19,594
8478136,2018,3,2,1788,0.8,41
8478176,2018,11,0,12269,-1.95,249
8478211,2018,31,8,20614,9.35,470
8478233,2018,44,12,27747,19.65,650
8478268,2018,6,0,2542,-0.55,54
8478365,2018,9,8,5496,2.1,124
8478366,2018,81,40,71113,45.4,1618
8478373,2018,5,0,2150,-0.72,57
8478396,2018,80,12,99492,41.1,2070
8478397,2018,79,13,76016,29.07,1634
8478398,2018,82,18,94277,59.85,1743
8478399,2018,26,10,22079,4.7,481
8478400,2018,71,24,68918,32.87,1455
8478401,2018,61,15,58948,20.81,1224
8478402,2018,78,20,107037,101.88,2000
8478403,2018,77,26,94078,84.15,1752
8478407,2018,78,45,81636,49.52,1808
8478408,2018,64,22,66443,30.35,1453
8478409,2018,1,0,442,-0.25,12
8478413,2018,81,29,65859,23.69,1442
8478414,2018,78,55,79366,80.93,1729
8478415,2018,2,0,1312,0.38,42
8478416,2018,58,38,66909,26.82,1414
8478417,2018,28,2,19751,7.66,430
8478420,2018,74,54,92474,87.08,1702
8478421,2018,15,12,5642,1.22,142
8478425,2018,8,4,7161,2.02,160
8478427,2018,82,26,99088,97.09,2009
8478430,2018,38,10,28322,7.27,633
8478432,2018,71,27,56013,21.47,1330
8478439,2018,82,40,74944,50.79,1650
8478440,2018,78,20,75566,45.93,1512
8478442,2018,6,0,2488,0.42,59
8478443,2018,72,47,90366,26.51,1839
8478444,2018,69,22,79345,55.33,1620
8478445,2018,82,46,88181,61.49,1601
8478449,2018,58,22,48897,23.24,1269
8478452,2018,17,6,20084,2.98,433
8478454,2018,21,6,21565,5.88,506
8478455,2018,62,16,33211,18.75,826
8478458,2018,77,4,44850,22.84,1011
8478460,2018,82,18,112495,48.8,2248
8478462,2018,6,2,2502,0.35,70
8478463,2018,81,8,71164,33.65,1434
8478465,2018,8,0,5284,0.08,134
8478466,2018,63,10,45187,22.66,970
8478468,2018,16,2,14911,1.97,349
8478469,2018,70,32,102019,47.58,1937
8478472,2018,70,26,47708,29.39,1147
8478474,2018,81,47,63012,20.59,1604
8478476,2018,2,0,1929,-0.47,38
8478483,2018,82,22,97440,94.38,2065
8478485,2018,2,0,1391,1.35,31
8478488,2018,5,4,4100,1.34,84
8478491,2018,49,16,50268,5.82,1162
8478493,2018,58,20,46749,20.33,1070
8478495,2018,21,0,13699,1.13,349
8478498,2018,68,18,65844,52.78,1318
8478500,2018,82,22,123324,24.49,2368
8478502,2018,1,2,766,-0.1,17
8478506,2018,1,2,561,-0.28,17
8478512,2018,54,8,36656,23.09,837
8478519,2018,82,24,72941,49.66,1642
8478541,2018,44,2,25024,10.07,599
8478542,2018,74,25,70286,37.06,1526
8478550,2018,79,23,93904,91.95,1814
8478561,2018,24,14,11426,2.17,293
8478567,2018,25,6,20101,7.9,469
8478569,2018,72,37,56113,18.13,1236
8478585,2018,81,24,66905,43.42,1576
8478831,2018,4,4,2640,-0.08,59
8478840,2018,4,0,3972,0.3,91
8478841,2018,3,2,2571,-1.48,62
8478843,2018,50,14,38729,16.87,943
8478844,2018,15,2,8400,0.04,183
8478846,2018,30,6,31186,8.9,673
8478856,2018,47,12,36007,26.57,808
8478866,2018,71,18,56730,40.26,1311
8478868,2018,61,27,52608,1.32,1294
8478870,2018,36,10,26685,7.95,585
8478873,2018,32,2,26723,11.54,583
8478874,2018,56,18,36743,9.47,896
8478881,2018,51,31,31599,4.84,704
8478891,2018,36,4,17722,9.37,425
8478906,2018,80,6,84946,21.47,1847
8478911,2018,25,8,25663,3.95,543
8478915,2018,30,2,25034,1.08,482
8478949,2018,2,0,1111,0.15,25
8479026,2018,21,2,19410,1.83,409
8479066,2018,4,7,1676,-1.03,43
8479206,2018,8,2,5195,-0.37,113
8479250,2018,11,0,9056,-1.39,193
8479268,2018,38,13,35133,10.08,752
8479290,2018,8,4,4946,1.2,131
8479291,2018,41,15,31004,6.13,737
8479293,2018,80,31,67672,35.05,1681
8479314,2018,80,47,84510,86.09,1694
8479315,2018,34,6,26319,5.39,582
8479316,2018,49,27,46298,16.19,1006
8479318,2018,68,12,75671,80.75,1591
8479320,2018,56,20,63520,3.68,1393
8479324,2018,5,8,4376,-1.3,102
8479325,2018,54,45,71856,38.32,1448
8479330,2018,1,0,544,-0.57,12
8479333,2018,5,6,4959,1.9,107
8479336,2018,15,6,13467,5.88,285
8479337,2018,82,17,87010,70.77,1666
8479339,2018,82,42,84438,42.33,1619
8479343,2018,82,24,89657,45.92,1901
8479344,2018,46,16,32919,5.72,768
8479345,2018,53,28,64295,22.03,1232
8479346,2018,25,4,15123,4.21,350
8479351,2018,22,8,19754,8.33,421
8479353,2018,66,14,59134,8.45,1321
8479364,2018,4,0,1805,-0.25,42
8479365,2018,15,5,8411,0.73,197
8479366,2018,2,0,1262,-0.14,27
8479368,2018,30,14,23618,6.81,547
8479370,2018,70,14,54642,26.3,1143
8479371,2018,4,0,3057,1.52,67
8479372,2018,19,4,17758,4.02,401
8479376,2018,71,6,75638,21.68,1648
8479385,2018,16,4,9273,1.12,213
8479388,2018,1,2,682,0.42,19
8479395,2018,52,16,56899,12.78,1218
8479398,2018,82,6,97836,31.86,1965
8479400,2018,82,64,87066,64.42,1818
8479402,2018,2,2,1015,-1.02,26
8479404,2018,50,4,35984,13.46,850
8479407,2018,51,6,46413,28.56,961
8479410,2018,75,28,80642,45,1600
8479411,2018,1,0,832,-0.45,18
8479414,2018,7,10,5336,3.35,119
8479415,2018,21,13,15388,0.21,338
8479416,2018,4,0,3571,0.6,78
8479420,2018,65,20,47264,9.8,1029
8479423,2018,12,4,8758,5.61,189
8479425,2018,46,20,55049,20.7,1200
8479439,2018,2,0,1446,1.32,33
8479442,2018,78,32,93146,30.22,1913
8479447,2018,1,0,570,-0.1,16
8479458,2018,81,18,99561,20.22,2146
8479465,2018,55,28,47595,24.44,1042
8479466,2018,6,2,3164,1.55,76
8479482,2018,71,60,81755,32.68,1559
8479511,2018,7,4,4586,-0.35,101
8479514,2018,1,2,583,-0.55,14
8479553,2018,7,5,3086,1.49,79
8479580,2018,8,2,4142,0.16,98
8479644,2018,33,9,22000,9,531
8479657,2018,24,2,15251,7.95,349
8479675,2018,25,2,13643,7.75,335
8479772,2018,4,5,1724,0.29,47
8479944,2018,43,26,35234,17.98,877
8479945,2018,19,10,20722,4.63,460
8479968,2018,27,14,16449,0.46,358
8479970,2018,15,2,7293,0.45,169
8479974,2018,72,27,65031,26.92,1483
8479976,2018,24,12,22296,5.15,475
8479977,2018,17,2,13349,3.47,298
8479992,2018,62,29,44923,12.37,1014
8479994,2018,5,0,3440,1.14,74
8479999,2018,77,10,62230,23.39,1332
8480001,2018,2,0,1092,0.25,25
8480002,2018,69,14,74857,47.48,1484
8480005,2018,5,0,2052,0.57,50
8480009,2018,4,0,3185,3,68
8480012,2018,71,12,77781,62.47,1598
8480023,2018,70,12,54716,30.34,1175
8480029,2018,9,6,6301,0.09,138
8480031,2018,10,7,8754,2.43,190
8480035,2018,38,16,43252,16.2,944
8480036,2018,82,16,113568,39.85,2280
8480039,2018,7,2,4210,1.73,103
8480068,2018,1,0,647,3.33,20
8480072,2018,42,29,26992,-0.34,663
8480073,2018,2,0,2107,-0.55,49
8480074,2018,2,0,1532,1.24,32
8480078,2018,75,8,62037,18.83,1300
8480082,2018,1,0,424,0.5,10
8480083,2018,11,0,7038,3.25,156
8480113,2018,82,22,82808,28.65,1816
8480143,2018,1,2,472,-0.68,15
8480144,2018,63,14,52612,18.43,1262
8480145,2018,73,35,92702,16.94,1998
8480147,2018,61,17,58428,12.2,1293
8480157,2018,4,0,4009,1.13,101
8480160,2018,41,8,37387,16.43,848
8480161,2018,6,6,6944,-1.58,162
8480172,2018,37,16,34592,11.35,786
8480208,2018,20,6,16098,3.07,338
8480314,2018,12,0,8956,0.17,190
8480326,2018,40,16,21777,5.11,519
8480336,2018,39,8,36112,10.48,781
8480341,2018,6,0,1910,1.82,55
8480748,2018,50,8,34099,8.53,784
8480762,2018,13,0,9264,0.9,199
8480769,2018,18,6,13184,2.16,329
8480771,2018,4,0,3069,-0.05,73
8480776,2018,7,0,3670,0.22,85
8480780,2018,36,8,23103,17.23,550
8480800,2018,5,2,5424,2.85,109
8480801,2018,71,65,68247,46.62,1441
8480803,2018,7,2,5279,1.9,114
8480806,2018,15,2,11726,0.06,277
8480821,2018,9,0,8310,-1.3,182
8480829,2018,79,26,65192,47.88,1454
8480830,2018,82,62,72141,51.77,1687
8480839,2018,82,34,103886,48.12,1902
8480901,2018,11,2,8016,6.69,183
8480935,2018,33,10,34457,10.63,713
8480943,2018,53,14,44582,14.63,1016
8480944,2018,65,18,44268,13.24,1136
8480945,2018,37,10,37043,3.67,856
8480946,2018,82,6,69614,39.35,1533
8480948,2018,25,6,23505,2.8,502
8480950,2018,41,13,33673,2.98,768
8480954,2018,2,0,943,-0.52,21
8480955,2018,32,12,28512,7.85,627
8480965,2018,27,4,18334,10.89,447
8481186,2018,5,0,2044,0.1,49
8481425,2018,1,2,820,-0.3,17
8481426,2018,10,0,6561,-1.92,150
8481433,2018,10,2,9183,2.83,194
8481442,2018,1,0,746,0.47,17
8481477,2018,2,0,1534,0.76,37
8481479,2018,2,0,1602,0.57,35
8481481,2018,1,0,672,0.33,14
8481486,2018,1,0,1263,0.93,22
8448208,2017,22,10,17220,8.85,350
8464989,2017,79,20,56369,11.3,1279
8465009,2017,73,60,100317,41.35,1804
8466138,2017,47,28,51733,34.95,1077
8466139,2017,82,16,83580,47.78,1938
8466251,2017,74,37,45730,3.32,1107
8467370,2017,16,8,11851,2.2,301
8467400,2017,67,26,69593,19.88,1416
8467407,2017,20,2,15681,9.49,331
8467875,2017,81,30,74214,54.93,1693
8467876,2017,82,30,76498,36.66,1724
8467967,2017,12,2,5516,0.88,156
8468001,2017,74,31,50184,13.02,1291
8468083,2017,81,14,94894,54.12,1906
8468085,2017,42,16,32521,9.33,804
8468208,2017,52,20,37047,10.43,942
8468309,2017,2,0,1706,0.43,42
8468483,2017,46,24,38566,19.65,870
8468486,2017,62,42,44707,25.26,1099
8468493,2017,80,20,104951,22.98,2215
8468498,2017,81,68,93858,0.05,1792
8468508,2017,82,46,81613,61.98,1796
8468509,2017,78,34,86516,23.52,1880
8468535,2017,64,34,52799,14.71,1363
8468542,2017,14,2,12399,5.55,270
8468575,2017,50,16,30892,12.41,785
8468611,2017,60,39,33927,14.69,868
8468674,2017,79,24,96128,26.1,1972
8469455,2017,77,12,60138,33.41,1452
8469459,2017,82,46,90957,41.83,1893
8469465,2017,79,33,95817,22.44,2136
8469466,2017,7,10,4167,-0.18,98
8469500,2017,66,18,54536,24.55,1174
8469501,2017,50,50,21115,4.64,572
8469506,2017,82,8,73323,39.64,1667
8469521,2017,77,45,69929,31.67,1688
8469544,2017,70,14,54111,26.47,1195
8469598,2017,59,73,63786,0.55,1251
8469619,2017,28,17,30043,-1.23,577
8469638,2017,60,12,41672,19.38,1024
8469639,2017,12,6,8059,-0.98,206
8469665,2017,52,32,53383,10.18,1269
8470041,2017,71,28,72658,43.74,1725
8470047,2017,81,20,80077,18.71,1792
8470105,2017,63,46,41027,15.89,1050
8470110,2017,76,34,94472,12.83,2186
8470144,2017,78,14,74055,32.88,1820
8470151,2017,35,16,42287,9.72,852
8470162,2017,68,28,44614,17.52,1030
8470187,2017,58,30,70268,20.57,1417
8470257,2017,76,20,84808,54.04,1864
8470281,2017,82,28,117229,41.32,2419
8470318,2017,80,45,92743,10.41,2133
8470324,2017,34,17,30478,0.17,746
8470358,2017,71,39,49798,10.71,1198
8470543,2017,82,35,58776,26.78,1383
8470595,2017,82,42,87635,73.52,1760
8470598,2017,80,36,67621,47.28,1585
8470600,2017,78,34,125318,46.32,2108
8470601,2017,72,40,69223,15.97,1541
8470602,2017,79,49,94278,16.6,2086
8470604,2017,27,2,28484,22.73,621
8470606,2017,81,38,95943,71.98,2009
8470607,2017,81,38,98159,37.83,2329
8470609,2017,4,0,2413,-0.7,53
8470610,2017,42,14,43049,25.76,877
8470611,2017,18,2,12504,5.86,323
8470612,2017,56,42,71990,54.71,1438
8470613,2017,82,46,123572,85.2,2265
8470616,2017,44,46,47612,14.45,1090
8470619,2017,69,25,55026,23.73,1178
8470621,2017,71,56,75730,42.6,1559
8470622,2017,2,0,1975,0.16,48
